"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_SPEC_ABI_STEAL_SOULS2","POWER GRAB","استنزاف القوى","力量夺取","力量奪取","GRABGABE","TOMA DE FUERZA","VOIMAKAAPPAUS","TOUR DE FORCE","אחיזת כוח","PENCURI KEKUATAN","FURTO ENERGETICO","生気泥棒","파워 그랩","RAMPASAN KUASA","MACHTSGREEP","KRADZIEŻ MOCY","PILHAGEM","ПОХИЩЕНИЕ СИЛЫ","ช่วงชิงพลัง","GÜÇ HIRSIZI","HẤP THỤ SỨC MẠNH"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","Frank steals the power of a Brawler he defeats, increasing his damage by <c00cc00><VALUE1>%</c> for <VALUE2> seconds!","يسلب فرانك قوة الأبطال الذين يهزمهم، فيزيد ضرره بنسبة <c00cc00>‏<VALUE1>‏%</c> لمدة <VALUE2> ث.","击败敌方英雄后，弗兰肯能够偷走对方的力量，在<VALUE2>秒内使自己的伤害提升<c00cc00><VALUE1>%</c>。","擊敗敵方英雄後，法蘭克能夠偷走對方的力量，在<VALUE2>秒內使自己的傷害提升<c00cc00><VALUE1>%</c>。","Frank entzieht Brawlern, die er besiegt, Kraft und erhöht dadurch seinen Schaden <VALUE2> Sekunden lang um <c00cc00><VALUE1> %</c>!","Frank les roba la fuerza a los enemigos que derrota, lo que aumenta el daño que inflige en un <c00cc00><VALUE1> %</c> durante <VALUE2> segundos.","Frank varastaa tyrmäämältään rämäpäältä voimaa, ja näin hänen tuhovoimansa kasvaa <c00cc00><VALUE1> %</c> <VALUE2> sekunnin ajaksi.","Frank vole le pouvoir d'un brawler vaincu, augmentant les dégâts qu'il inflige de <c00cc00><VALUE1> %</c> pendant <VALUE2> secondes.","פרנק גונב את הכוח של הבראולר שהוא מביס ומגדיל את הנזק שלו ב-<c00cc00><VALUE1>%</c> למשך <VALUE2> שניות!","Frank mencuri kekuatan Jagoan yang dia tumbangkan, meningkatkan kerusakan serangannya sebesar <c00cc00><VALUE1>%</c> selama <VALUE2> detik!","Frank ruba la forza dei brawler che elimina, aumentando i propri danni del <c00cc00><VALUE1>%</c> per <VALUE2> secondi!","倒した敵の生気を吸い取ることで、<VALUE2>秒間にわたってダメージが<c00cc00><VALUE1>％</c>増加する！","자신이 처치한 브롤러의 파워를 흡수해 <VALUE2>초 동안 피해량이 <c00cc00><VALUE1>%</c> 증가합니다.","Frank mencuri kuasa Brawler yang dikalahkannya, meningkatkan kerosakannya sebanyak <c00cc00><VALUE1>%</c> untuk <VALUE2> saat!","Frank steelt de kracht van knokkers die hij verslaat en vergroot zijn schade hierdoor <VALUE2> seconden lang met <c00cc00><VALUE1>%</c>!","Frank kradnie moc pokonanego Zadymiarza, zwiększając zadawane przez siebie obrażenia o <c00cc00><VALUE1>%</c> przez <VALUE2> s.","Frank rouba o poder do Brawler derrotado, aumentando o dano que inflige em <c00cc00><VALUE1>%</c> por <VALUE2> segundos!","Фрэнк забирает силу поверженного врага, добавляя к своему урону <c00cc00><VALUE1> %</c> на <VALUE2> с.","แฟรงค์ช่วงชิงพลังจากบรอว์เลอร์ที่เขาเอาชนะ แล้วนำมาเพิ่มความเสียหายให้กับตัวเอง <c00cc00><VALUE1>%</c> เป็นเวลา <VALUE2> วินาที!","Frank yendiği savaşçının gücünü çalar ve hasarını <VALUE2> saniyeliğine <c00cc00>%<VALUE1></c> artırır!","Frank đoạt lấy sức mạnh của Chiến binh Brawl mà anh ta đánh bại để tăng <c00cc00><VALUE1>%</c> sát thương trong <VALUE2> giây!"
"TID_DECIMAL_MARK",".",".",".",".",",",",",",",",",".",",",",",".",".",".",",",",",",",",",".",",",","
"TID_SPEC_ABI_ATTACK_RANGE_DESC","Colt's attack range and bullet speed are increased by <c00cc00><VALUE1>%</c>.","يزيد مدى هجوم كولت وسرعة رصاصه بنسبة <c00cc00><VALUE1></c> في المائة.","柯尔特普通攻击的射程和子弹飞行速度提升<c00cc00><VALUE1>%</c>。","柯爾特普通攻擊的射程和子彈飛行速度提升<c00cc00><VALUE1>%</c>。","Colts Angriffsreichweite und die Geschwindigkeit seiner Geschosse werden um <c00cc00><VALUE1> %</c> erhöht.","La velocidad de las balas y el alcance del ataque de Colt aumentan un <c00cc00><VALUE1> %</c>.","Coltin hyökkäyksen kantama ja luotien nopeus kasvavat <c00cc00><VALUE1> %</c>.","La portée et la vitesse des balles de Colt sont augmentées de <c00cc00><VALUE1> %</c>.","טווח התקיפה ומהירות הקליעים של קולט מוגברים ב-<c00cc00><VALUE1>%</c>.","Jangkauan serangan dan kecepatan peluru milik Colt meningkat sebesar <c00cc00><VALUE1>%</c>.","La portata dell'attacco di Colt e la velocità dei proiettili sparati aumentano del <c00cc00><VALUE1>%</c>.","攻撃範囲と弾速が<c00cc00><VALUE1>％</c>向上する。","일반 공격 사거리와 탄환 속도가 <c00cc00><VALUE1>%</c> 증가합니다.","Jarak serangan Colt dan kelajuan peluru meningkat sebanyak <c00cc00><VALUE1>%</c>.","Colts aanvalsbereik en kogelsnelheid nemen toe met <c00cc00><VALUE1>%</c>.","Szybkość strzałów i zakres ataku Colta zwiększają się o <c00cc00><VALUE1>%</c>.","O alcance e a velocidade do ataque do Colt aumentam em <c00cc00><VALUE1>%</c>.","Дальность и скорость выстрелов Кольта увеличиваются на <c00cc00><VALUE1> %</c>.","ระยะการโจมตีและความเร็วกระสุนของโคลท์เพิ่มขึ้น <c00cc00><VALUE1>%</c>","Colt'un saldırısının menzili ve mermi hızı <c00cc00>%<VALUE1></c> artar.","Đạn từ đòn tấn công của Colt bay xa hơn và nhanh hơn <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_GAIN_HEALTH_DESC","Frank gains <c00cc00>+<VALUE1></c> health.","يحصل فرانك على <c00cc00>+<VALUE1></c> من نقاط الصحة.","弗兰肯的生命值提升<c00cc00><VALUE1></c>。","法蘭克的生命值提升<c00cc00><VALUE1></c>。","Frank erhält <c00cc00>+<VALUE1></c> Trefferpunkte.","Frank gana <c00cc00><VALUE1></c> puntos de salud.","Frankilla on <c00cc00><VALUE1></c> pistettä enemmän elinvoimaa.","Frank gagne <c00cc00><VALUE1></c> PV supplémentaires.","פרנק מרוויח <c00cc00><VALUE1></c> חיים.","Kesehatan Frank meningkat sebesar <c00cc00>+<VALUE1></c>.","Frank ottiene <c00cc00><VALUE1></c> punti salute in più.","自身のHPが<c00cc00>+<VALUE1></c>増加する。","HP가 <c00cc00>+<VALUE1></c>만큼 증가합니다.","Frank mendapat <c00cc00>+<VALUE1></c> nilai nyawa.","Frank krijgt <c00cc00>+<VALUE1></c> gezondheid erbij.","Frank zyskuje <c00cc00>+<VALUE1></c> pkt. życia.","Frank ganha <c00cc00><VALUE1></c> pontos de saúde a mais.","Фрэнк получает <c00cc00><VALUE1></c> дополнительных очков здоровья.","แฟรงค์ได้พลังชีวิต <c00cc00>+<VALUE1></c> หน่วย","Frank'in sağlığı <c00cc00><VALUE1></c> artar.","Máu của Frank tăng thêm <c00cc00><VALUE1></c>."
"TID_SPEC_ABI_CURVEBALL","CURVEBALL","الضربة المنحنية","旋转刺球","曲線刺刺球","BOGENWURF","CURVATURA","KIERREPALLO","BALLE COURBE","כדור מסובב","LENGKUNG DURI","SPINE FLESSIBILI","カーブシュート","커브볼","BOLA LAMBUT","EFFECTBAL","PODKRĘCONA PIŁKA","BOLA CURVA","КРУЧЁНАЯ ПОДАЧА","บอลตีโค้ง","FALSOLU ATIŞ","BAY THEO ĐƯỜNG CONG"
"TID_SPEC_ABI_CURVEBALL_DESC","Spikes from the cactus grenade fly in a curving motion, making it easier to hit targets.","تتطاير الأشواك من قنبلة الصبار وفق مسار منحن، وهو ما يسهل إصابة الأهداف.","尖刺手雷发射的尖刺现在会曲线飞行，更容易击中目标。","驚喜刺刺球發射的尖刺現在會曲線飛行，更容易擊中目標。","Die Nadeln der Kaktusgranate besitzen eine bogenförmige Flugkurve. Dadurch lassen sich Ziele leichter treffen.","Las espinas de la granada vuelan de forma curva, por lo que es más fácil alcanzar al enemigo.","Kaktuskranaatin piikit lentävät kierteellä, jolloin ne osuvat kohteisiin helpommin.","Les épines des grenades Kipik suivent une trajectoire courbe, ce qui permet d'atteindre les ennemis plus facilement.","קוצים מרימון הקקטוס עפים בתנועה מסובבת וכך פוגעים במטרות בקלות רבה יותר.","Duri dari granat kaktus akan melesat dalam alur melengkung sehingga bisa mengenai target dengan lebih mudah.","Le spine che fuoriescono dalla bomba di Spike assumono una traiettoria curva, colpendo così più facilmente gli avversari.","サボテンボムのトゲがカーブを描いて飛ぶようになり、敵に命中しやすくなる。","가시 수류탄의 가시가 휘어지며 날아가 대상을 좀 더 쉽게 맞힐 수 있습니다.","Duri bom kaktus terbang dalam pergerakan melencong, menjadikan ia mudah mengenai sasaran.","De stekels van de cactusgranaat vliegen met effect, waardoor ze makkelijker doel treffen.","Kolce z kaktusowego granatu lecą po łuku, przez co łatwiej trafiają w cel.","Os espinhos de uma granada de cacto voam numa trajetória curva, facilitando o ataque aos inimigos.","Иголки от кактусной гранаты летят по кривой, что увеличивает шанс попадания в цель.","หนามจากระเบิดตะบองเพชรจะเคลื่อนที่เป็นแนวโค้งซึ่งทำให้โจมตีเป้าหมายได้ง่ายมากขึ้น","Kaktüs bombasının dikenleri havada falso alır ve düşmanlara daha kolay isabet eder.","Những chiếc gai từ lựu đạn xương rồng của Spike sẽ bay theo đường cong và dễ trúng mục tiêu hơn."
"TID_SPEC_ABI_MEDIKIT_DESC","When Shelly falls below <c00cc00><VALUE1>%</c> health, she instantly heals for <c00cc00><VALUE2></c> health. Band-Aid recharges in <c00cc00><VALUE3></c> sec.","عندما تقل صحة شيلي عن <c00cc00><VALUE1>%</c>، تسترجع <c00cc00><VALUE2></c> من نقاط الصحة على الفور. تتجدد الإسعافات الأولية بعد <c00cc00><VALUE3></c> ث.","雪莉的生命值降至<c00cc00><VALUE1>%</c>以下时，将立即恢复<c00cc00><VALUE2></c>生命值。快速包扎的触发间隔为<c00cc00><VALUE3></c>秒。","雪莉的生命值降至<c00cc00><VALUE1>%</c>以下時，將立即恢復<c00cc00><VALUE2></c>生命值。緊急救護的觸發時間間隔為<c00cc00><VALUE3></c>秒。","Fallen Shellys Trefferpunkte unter <c00cc00><VALUE1> %</c>, wird sie sofort um <c00cc00><VALUE2></c> Trefferpunkte geheilt. Wunderpflaster lädt sich innerhalb von <c00cc00><VALUE3></c> Sek. wieder auf.","Cuando la salud de Shelly está por debajo del <c00cc00><VALUE1> %</c>, recupera <c00cc00><VALUE2></c> puntos de salud automáticamente. La habilidad tarda <c00cc00><VALUE3></c> segundos en recargarse.","Kun Shellyn elinvoima putoaa alle <c00cc00><VALUE1> %:iin</c>, hänelle palautuu saman tien <c00cc00><VALUE2></c> elinvoimapistettä. Laastari latautuu <c00cc00><VALUE3></c> sekunnissa.","Si la santé de Shelly est inférieure à <c00cc00><VALUE1> %</c>, elle récupère instantanément <c00cc00><VALUE2></c> PV. Le pansement se recharge en <c00cc00><VALUE3></c> s.","כשהבריאות של שלי יורדת מתחת ל-<c00cc00><VALUE1>%</c>, מד החיים שלה מיד נטען ב-<c00cc00><VALUE2></c>. הפלסטר נטען מחדש תוך <c00cc00><VALUE3></c> שניות.","Saat kesehatan Shelly turun di bawah <c00cc00><VALUE1>%</c>, kesehatannya akan pulih sebesar <c00cc00><VALUE2></c>. Bantuan Perban akan diisi ulang dalam <c00cc00><VALUE3></c> dtk.","Quando la salute è inferiore al <c00cc00><VALUE1>%</c>, Shelly ne recupera immediatamente <c00cc00><VALUE2></c> punti. L'abilità torna disponibile dopo <c00cc00><VALUE3></c> secondi.","HPが<c00cc00><VALUE1>％</c>を下回ると、瞬時に<c00cc00><VALUE2></c>回復する。再び発動するまでに<c00cc00><VALUE3></c>秒かかる。","HP가 <c00cc00><VALUE1>%</c> 이하로 떨어지면 즉시 HP를 <c00cc00><VALUE2></c>만큼 회복합니다. <c00cc00><VALUE3></c>초마다 밴드에이드를 사용할 수 있습니다.","Apabila nilai nyawa Shelly jatuh di bawah <c00cc00><VALUE1>%</c>, dia segera sembuh <c00cc00><VALUE2></c> nilai nyawa. Rawatan Kecemasan cas semula dalam masa <c00cc00><VALUE3></c> saat.","Als Shelly's gezondheid onder de <c00cc00><VALUE1>%</c> zakt, herstelt haar gezondheid meteen met <c00cc00><VALUE2></c> punten. Snelverband wordt in <c00cc00><VALUE3></c> sec. opgeladen.","Jeśli punkty życia Shelly spadną poniżej <c00cc00><VALUE1>%</c>, natychmiast odzyska ona <c00cc00><VALUE2></c> PŻ. Plaster ładuje się w <c00cc00><VALUE3></c> s.","Quando a sua saúde está abaixo de <c00cc00><VALUE1>%</c>, Shelly recupera <c00cc00><VALUE2></c> pontos de saúde em um piscar de olhos, mas é preciso esperar <c00cc00><VALUE3></c> segundos antes que a habilidade esteja disponível novamente.","Шелли мгновенно восстанавливает <c00cc00><VALUE2></c> очков здоровья, когда его уровень падает ниже <c00cc00><VALUE1> %</c>. Аптечка перезаряжается за <c00cc00><VALUE3></c> с.","เมื่อพลังชีวิตของเชลลี่ลดลงเหลือน้อยกว่า <c00cc00><VALUE1>%</c> เธอสามารถฟื้นฟูพลังได้ทันที <c00cc00><VALUE2></c> หน่วย พลาสเตอร์ยาจะชาร์จใหม่ใน <c00cc00><VALUE3></c> วินาที","Shelly <c00cc00>%<VALUE1></c> sağlığın altına düştüğünde anında <c00cc00><VALUE2></c> puan iyileşir. Yara bandı <c00cc00><VALUE3></c> saniyede dolar.","Khi máu còn dưới <c00cc00><VALUE1>%</c>, Shelly sẽ hồi <c00cc00><VALUE2></c> máu ngay lập tức. Băng keo cá nhân sẽ sạc lại sau <c00cc00><VALUE3></c> giây."
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis gains his longer dash <c00cc00><VALUE1></c> seconds faster.","يحصل مورتيس على اندفاعه الأطول بشكل أسرع بمقدار <c00cc00><VALUE1></c> من الثواني.","莫提斯突击能量条的充能时间缩短<c00cc00><VALUE1></c>秒。","莫提斯突襲能量條的蓄能時間縮短<c00cc00><VALUE1></c>秒。","Mortis‘ größerer Sprung wird <c00cc00><VALUE1></c> Sekunden schneller verfügbar.","Mortis consigue un ataque más largo <c00cc00><VALUE1></c> segundos más rápido.","Mortis saa käyttöönsä pidemmän syöksyn <c00cc00><VALUE1></c> sekuntia nopeammin.","Le délai de la charge allongée de Mortis est réduit de <c00cc00><VALUE1></c> seconde(s).","מורטיס מרוויח את הזינוק הארוך יותר <c00cc00><VALUE1></c> שניות מהר יותר.","Serangan jauh Mortis siap <c00cc00><VALUE1></c> detik lebih cepat.","Mortis attiva lo scatto esteso <c00cc00><VALUE1></c> secondo/i più velocemente.","長距離ダッシュのチャージにかかる時間が<c00cc00><VALUE1></c>秒短くなる。","장거리 돌진을 <c00cc00><VALUE1></c>초 빨리 얻습니다.","Mortis mendapat pecutan jauhnya <c00cc00><VALUE1></c> saat lebih cepat.","Mortis krijgt zijn langere sprint <c00cc00><VALUE1></c> seconden sneller.","Mortis zdobywa dłuższy sprint o <c00cc00><VALUE1></c> s szybciej.","Mortis ganha uma arrancada maior <c00cc00><VALUE1></c> segundos mais rápido.","Длинный прыжок становится доступен на <c00cc00><VALUE1></c> с. быстрее.","มอร์ติสจะพุ่งไกลได้เร็วขึ้น <c00cc00><VALUE1></c> วินาที","Mortis uzun mesafeli saldırısına <c00cc00><VALUE1></c> saniye erken geçer.","Thời gian sạc chiêu lao xa hơn của Mortis giảm <c00cc00><VALUE1></c> giây."
"TID_MUMMY_WEAPON_DESC","Emz gives you a blast of her hair spray! It's strong enough to melt your face.","تهاجم إيمز برش مثبت الشعر الخاص بها، وهو قوي بما يكفي لفلق الحجر.","艾魅将自己的定型喷雾喷向敌人。这喷雾效果强劲，足以摧毁颜值！","艾謎將自己的定型噴霧噴向敵人，它效果強勁，甚至能融化你的臉！","Emz verschießt eine Ladung ihres Hochdruck-Haarsprays, das stark genug ist, um Metall zum Schmelzen zu bringen.","Emz rocía al enemigo con una laca nociva que tira a los enemigos de espaldas y acaba con ellos.","Emz suihkuttaa hiuslakkaa päällesi! Sen tujakka katku voi sulattaa koko naaman.","Un petit coup de laque ? Attention, ça pique les yeux !","מטח ספריי השיער שEmz מרססת לכיוונך יכול להמיס לך את הפנים!","Emz memiliki semprotan rambut dengan kandungan yang dapat melelehkan wajah lawan!","Emz spruzza della lacca tanto potente da sciogliere gli avversari.","特別なヘアスプレーを敵に吹き付ける！あまりにも濃度が高いので、浴びると肌が溶けてしまうかも...？","헤어스프레이를 뿌려 공격합니다. 너무나 독해 얼굴이 녹아내릴 거 같습니다!","Emz menyembur semburan rambut yang cukup kuat untuk mencairkan muka anda.","Emz verstuift haarlak naar je! Deze is zo sterk dat hij je gezicht eraf kan smelten.","Emz pryska sprejem do włosów! Jego moc potrafi zmyć skórę do białej kości.","Emz borrifa tanto laquê no cabelo que faz os olhos de todos ao redor arderem.","Эмз заливает всё вокруг лаком для волос! Он такой едкий, что может расплавить лицо.","เอมซ์ใช้สเปรย์ฉีดผมพ่นใส่คุณ! มันแรงพอจะละลายหน้าคุณได้เลย","Emz saç spreyinden sıkar! Yüzünü eritecek kadar güçlü.","Emz dùng bình xịt ra một loại keo xịt tóc nồng nặc đến nỗi khiến bạn rụng rời luôn!"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Enemies that stay within the cloud of Emz's toxic hair spray suffer increasing damage, <c00cc00><VALUE1>%</c> per hit.","الأعداء الذين يبقون داخل سحابة بخاخ الشعر السام لإيمز سيتكبدون ضررًا متزايدًا: <c00cc00><VALUE1>%</c> لكل ضربة.","艾魅的定型喷雾对作用范围内敌人造成的伤害会依次递增，每次增加<c00cc00><VALUE1>%</c>。","艾謎的定型毒霧對範圍內敵人造成的傷害會依次遞增，每次增加<c00cc00><VALUE1>%</c>。","Gegner im Effektradius von Emz‘ giftigem Haarspray erleiden größer werdenden Schaden (<c00cc00><VALUE1> %</c> pro Treffer).","Los enemigos que permanecen en la nube de laca tóxica de Emz reciben un <c00cc00><VALUE1> %</c> de daño aumentado por cada golpe.","Emzin myrkkyhiuslakan vaikutusalueella olevat vastustajat kärsivät tuhosta, joka kasvaa <c00cc00><VALUE1> %</c> osumaa kohden.","Les ennemis qui restent dans le nuage de laque toxique subissent des dégâts croissants, <c00cc00><VALUE1> %</c> par coup.","אויבים שנשארים בטווח הענן הרעיל של ספריי השיער של Emz סובלים מנזק גובר, <c00cc00>%<VALUE1></c> לכל פגיעה.","Saat berada dalam awan beracun dari semprotan rambut Emz, kerusakan yang diterima lawan akan bertambah sebesar <c00cc00><VALUE1>%</c> per serangan.","I nemici colpiti dai fumi tossici della lacca di Emz subiscono danni che aumentano del <c00cc00><VALUE1>%</c> per ogni colpo ricevuto.","彼女のヘアスプレーの範囲内にいる敵は、時間の経過とともに<c00cc00><VALUE1>％</c>ずつ受けるダメージが増加する。","독성 헤어스프레이 구름 안에 들어온 적이 받는 피해가 공격당 <c00cc00><VALUE1>%</c>씩 증가합니다.","Musuh di dalam kepulan semburan rambut toksik Emz mengalami kerosakan kian meningkat, <c00cc00><VALUE1>%</c> setiap serangan.","Vijanden die in de wolk van Emz' giftige haarlak blijven, lijden steeds meer schade (<c00cc00><VALUE1>%</c> per treffer).","Przeciwnicy, którzy znajdą się w chmurze toksycznego spreju Emz, odnoszą zwiększone obrażenia, <c00cc00><VALUE1>%</c> na każde trafienie.","Inimigos que ficarem na área atingida pelo laquê da Emz sofrem <c00cc00><VALUE1>%</c> de dano a mais por golpe.","Урон, получаемый врагами в облаках ядовитого лака Эмз, возрастает на <c00cc00><VALUE1> %</c> с каждым ударом.","ศัตรูในเมฆจากสเปรย์ฉีดผมพิษของเอมซ์จะได้รับความเสียหายเพิ่มขึ้น <c00cc00><VALUE1>%</c> ต่อจำนวนครั้งที่โดน","Emz'in zehirli saç spreyi bulutunda kalan düşmanlar darbe başına <c00cc00>%<VALUE1></c> artan oranda hasar alır.","Những đối thủ đứng trong màn keo xịt tóc độc hại của Emz sẽ chịu thêm <c00cc00><VALUE1>% sát thương</c> mỗi lần trúng đòn."
"TID_SPEC_ABI_HEAL_SUPER_DMG","HYPE","الحماس الفائق","自我激励","食腐復甦","HYPE","AUTOBOMBO","HYPETYS","TENDANCE","ריגוש","SORAK SEMANGAT","HYPE","元気注入","후원 감사","GEMBAR-GEMBUR","HYPE","ROZGŁOS","BLOGUEIRINHA","ХАЙП","กระตุ้นพลัง","HEYECAN","HÃY TRAO CHO EMZ"
"TID_HERO_INFO_FEAR_DURATION","Fear duration","مدة الخوف","恐惧持续时间","恐懼持續時間","Furchtdauer","Duración del miedo","Pelon kesto","Durée de peur","משך זמן פחד","Durasi teror","Durata della paura","恐怖の効果時間","공포 지속 시간","Tempoh ketakutan","Duur van schrik","Czas trwania strachu","Duração do medo","Длительность запугивания","ระยะเวลากลัว","Korku süresi","Thời lượng hoảng sợ"
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","Fires a soundwave in a target direction, dealing <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> damage to Brawlers. Frank becomes immune to Crowd Control for <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> secs.","يطلق موجة صوتية في اتجاه الهدف، تلحق <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> من الضرر للأبطال. يصبح فرانك محصنًا ضد قدرات تقويض الجموع لمدة <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> ث.","向目标方向发射一道音波，可对英雄造成<c00cc00><!card.accessory.skill.damage.scaleToLevel></c>伤害。在接下来<c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c>秒内，弗兰肯还会免疫群体控制效果。","向目標方向發射一道音波，可對英雄造成<c00cc00><!card.accessory.skill.damage.scaleToLevel></c>傷害。在接下來<c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c>秒內，法蘭克還會免疫群體控制效果。","Verschießt eine Schallwelle in eine Zielrichtung, die gegnerischen Brawlern <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> Schaden zufügt. Frank wird <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> Sek. lang immun gegen Kontrolleffekte.","Provoca una onda sonora en la dirección elegida que inflige <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> de daño a los brawlers. Frank se vuelve inmune a los efectos de control de multitudes durante <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> segundos.","Ampuu valittuun suuntaan ääniaallon, joka tekee <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> pisteen verran tuhoa rämäpäihin. Frankista tulee immuuni joukkojenhallinnalle <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> sekunniksi.","Lance une onde sonore dans une direction choisie, infligeant <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> pts de dégâts aux brawlers. Frank est immunisé aux contrôles pendant <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> s.","יורה גל קול בכיוון מסוים, וגורם לנזק של <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> לבראולרים. פרנק נהיה חסין לשליטה על הקהל למשך <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> שניות.","Menembakkan gelombang suara ke arah target dan menimbulkan <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> kerusakan kepada Jagoan. Frank menjadi kebal terhadap Kendali Massa selama <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> dtk.","Emette un'onda sonora nella direzione del bersaglio, causando <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> punti danno ai brawler colpiti. Le abilità di controllo degli avversari non hanno effetto su Frank per <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> secondi.","狙った方向に音波を発射して敵に<c00cc00><!card.accessory.skill.damage.scaleToLevel></c>ダメージを与えると同時に、<c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c>秒間にわたって自身に対する状態異常を無効にする。","목표물이 있는 방향으로 음파를 발사해 브롤러에게 <c00cc00><!card.accessory.skill.damage.scaleToLevel></c>의 피해를 줍니다. 프랭크가 <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c>초 동안 군중 제어에 면역 상태가 됩니다.","Menembak gelombang bunyi ke arah sasaran, melakukan <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> kerosakan kepada Brawler. Frank menjadi kebal terhadap Kuasa Penyuraian selama <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> saat.","Vuurt een geluidsgolf af in de gekozen richting en brengt <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> schade toe aan knokkers. Frank wordt <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> sec. immuun voor verzwakkende vaardigheden.","Wysyła falę dźwiękową w wyznaczonym kierunku i zadaje <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> pkt. obrażeń Zadymiarzom. Frank staje się odporny na kontrolę nad tłumem przez <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> s.","Dispara uma onda sonora que causa <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> de dano aos Brawlers na direção do alvo. Frank fica imune a controle dispersivo por <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> segundos.","Выпускает звуковую волну, которая наносит <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> ед. урона бойцам. Фрэнк становится невосприимчивым к эффектам контроля на <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> с.","ยิงคลื่นเสียงไปยังทิศทางเป้าหมาย สร้างความเสียหาย <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> หน่วยให้กับบรอว์เลอร์ แฟรงค์ป้องกันผลคุมการเคลื่อนไหวเป็นเวลา <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> วินาที","Hedef alınan yöne doğru bir ses dalgası ateşleyerek savaşçılara <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> hasar verir. Frank, <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> saniye boyunca kalabalık kontrolünden etkilenmez.","Bắn ra làn sóng âm thanh về hướng mục tiêu, gây ra <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> sát thương cho Chiến binh Brawl đối thủ. Frank sẽ miễn nhiễm với kỹ năng Kiểm soát đám đông trong <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c>giây."
