"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_TRUE_GOLD_CRAB_SKIN_SHOP","TRUE GOLD\nCLANCY","كلانسي\nالذهب الخالص","辉金克兰西","璀璨金克蘭西","STARGOLD\nCLANCY","CLANCY\nDORADO","JALOKULTA-\nCLANCY","CLANCY\nOR MASSIF","יציקת קלנסי\nמזהב","CLANCY\nEMAS","CLANCY\n24 CARATI","トゥルーゴールド\nクランシー","트루 골드 클랜시","CLANCY\nEMAS","MASSIEF GOUDEN\nCLANCY","ZŁOTY\nCLANCY","CLANCY\nDOURADO","ЗОЛОТОЙ\nКЛЭНСИ","แคลนซี่\nร่างทองล้วน","SAF ALTIN\nCLANCY","CLANCY\nBẰNG VÀNG"
"TID_TRUE_SILVER_CRAB_SKIN","TRUE SILVER CLANCY","كلانسي الفضة الخالصة","铂银克兰西","閃耀銀克蘭西","STARSILBER CLANCY","CLANCY\nPLATEADO","JALOHOPEA-CLANCY","CLANCY ARGENT MASSIF","יציקת קלנסי מכסף","CLANCY PERAK","CLANCY ARGENTEO","トゥルーシルバー クランシー","트루 실버 클랜시","CLANCY PERAK","MASSIEF ZILVEREN CLANCY","SREBRNY CLANCY","CLANCY PRATEADO","СЕРЕБРЯНЫЙ КЛЭНСИ","แคลนซี่ ร่างเงินล้วน","SAF GÜMÜŞ CLANCY","CLANCY BẰNG BẠC"
"TID_TRUE_SILVER_CRAB_SKIN_SHOP","TRUE SILVER\nCLANCY","كلانسي\nالفضة الخالصة","铂银克兰西","閃耀銀克蘭西","STARSILBER\nCLANCY","CLANCY\nPLATEADO","JALOHOPEA-\nCLANCY","CLANCY\nARGENT MASSIF","יציקת קלנסי\nמכסף","CLANCY\nPERAK","CLANCY\nARGENTEO","トゥルーシルバー\nクランシー","트루 실버 클랜시","CLANCY\nPERAK","MASSIEF ZILVEREN\nCLANCY","SREBRNY\nCLANCY","CLANCY\nPRATEADO","СЕРЕБРЯНЫЙ\nКЛЭНСИ","แคลนซี่\nร่างเงินล้วน","SAF GÜMÜŞ\nCLANCY","CLANCY\nBẰNG BẠC"
"TID_COLLAB_SHOP_TAP_UNCOVER","Tap to reveal","اضغط للكشف","点击揭晓","點擊揭曉","Zum Aufdecken antippen","Toca para revelar","Paljasta napauttamalla","Appuyer pour révéler","מקישים ומגלים","Ketuk untuk membuka","Tocca per scoprire","タップして見る","탭해서 열기","Ketik untuk mendedahkan","Tik om te tonen","Stuknij, aby odkryć","Toque para exibir","Коснись, чтобы посмотреть","แตะเพื่อเปิดเผย","Açmak için dokun","Nhấn để khám phá"
"TID_COLLAB_SHOP_EVENT_TIMER","Event ends in:","ينتهي الحدث بعد:","距活动结束还有：","距活動結束還有：","Ereignis endet in:","El evento termina en","Tapahtuman päättymiseen:","Fin dans :","האירוע מסתיים בעוד:","Acara berakhir dalam:","L'evento termina tra:","イベント終了まで：","이벤트 종료까지:","Acara tamat dalam:","Evenement eindigt over:","Koniec wydarzenia za:","O evento termina em:","До конца события:","อีเวนท์สิ้นสุดใน:","Etkinliğin bitmesine:","Sự kiện kết thúc sau:"
"TID_STYLE_NIGHT_MARKET_INVENTORY_TITLE","YOUR POWER-UPS","عناصر التقوية الخاصة بك","已有强化道具","已有強化道具","DEINE POWER-UPS","TUS POTENCIADORES","VOIMALISÄSI","VOS BOOSTS","החיזוקים שלך","PENINGKAT KEKUATANMU","I TUOI POTENZIAMENTI","パワーアップ","내 파워 업","PENINGKATAN KUASA ANDA","JE POWER-UPS","TWOJE WZMOCNIENIA","SEUS REFORÇOS","ТВОИ УСИЛЕНИЯ","ไอเท็มเพิ่มพลังของคุณ","GÜÇLENDİRMELERİN","VẬT PHẨM CƯỜNG HÓA CỦA BẠN"
"TID_SHOP_CHAIN_OFFER","CHAIN OFFER","عرض متسلسل","连锁礼包","連鎖特惠","KETTENANGEBOT","SERIE DE OFERTAS","KETJUTARJOUS","SÉRIE D'OFFRES","שרשור מבצעים","PENAWARAN BERANTAI","SERIE DI OFFERTE","チェーンオファー","연쇄 특별 상품","TAWARAN RANTAI","KETTINGAANBIEDING","OFERTA ŁĄCZONA","OFERTA EM SEQUÊNCIA","ЦЕПОЧКА АКЦИЙ","ข้อเสนอต่อเนื่อง","ZİNCİR TEKLİF","ƯU ĐÃI CHUỖI"
"TID_EVENT_MODIFIER_39","SPONGEBOB","سبونج بوب","海绵宝宝","海綿寶寶","SPONGEBOB","BOB ESPONJA","PAAVO PESUSIENI","BOB L'ÉPONGE","בובספוג","SPONGEBOB","SPONGEBOB","スポンジ・ボブ","스폰지밥","SPONGEBOB","SPONGEBOB","SPONGEBOB","BOB ESPONJA","ГУБКА БОБ","สพันจ์บ็อบ","SÜNGERBOB","BỌT BIỂN SPONGEBOB"
"TID_EVENT_MODIFIER_DESC_39","Power-ups can be used. Have fun!","يمكن استخدام عناصر التقوية. استمتع بفوائدها!","可以使用强化道具，享受乐趣吧！","可以使用強化道具囉，盡情享受吧！","Power-Ups können eingesetzt werden. Viel Spaß damit!","Se pueden usar potenciadores. ¡Que te diviertas!","Voimalisät ovat käytössä. Pidä hauskaa!","Vous pouvez utiliser les boosts. Amusez-vous bien !","אפשר להשתמש בחיזוקים. שיהיה בכיף!","Peningkat kekuatan dapat digunakan! Selamat bersenang-senang!","I potenziamenti sono attivi! Divertiti ad usarli!","パワーアップを使用可能！","파워 업을 사용할 수 있습니다. 맘껏 즐기세요!","Peningkatan kuasa boleh digunakan. Berseronoklah!","Er kunnen power-ups gebruikt worden. Veel plezier!","Możesz używać wzmocnień. Miłej zabawy!","Reforços habilitados. Divirta-se!","Можно использовать усиления. Развлекайся!","สามารถใช้ไอเท็มเพิ่มพลังได้ เล่นให้สนุกนะ!","Güçlendirmeler kullanılabilir. İyi eğlenceler!","Bạn có thể dùng Vật phẩm cường hóa. Chơi vui nhé!"
"TID_TOP_TOOL_TIP_COLLAB_POINTS_GENERIC","Use Krusty Kash to get event offers from The Krusty Krab!","استخدم نقود سلطع للحصول على عروض الحدث من مقرمشات سلطع.","钱钱可用来在蟹堡王购买各种特惠！","錢錢可用來在蟹堡王購買各種特惠！","Verwende Krosse Kröten, um Ereignisangebote von der Krossen Krabbe zu erhalten!","Usa billetes crustáceos para comprar las ofertas del evento en el Crustáceo Cascarudo.","Osta rapurahalla tarjouksia Ravunkuoresta!","Utilisez du Kash Krabs pour acheter des offres au Crabe Croustillant !","KRUSTY KASH יכול לשמש כדי להשיג מבצעים מהסרטן העצבני!","Gunakan Krusty Kash untuk mendapatkan penawaran dari The Krusty Krab.","Usa i verdoni per acquistare le offerte nel Krusty Krab.","カニカーニでカニのカネを使用し、イベントオファーを購入しましょう！","집게리아에서 집게 머니를 사용해 이벤트 특별 상품을 구매하세요.","Gunakan Wang Krusty untuk mendapatkan tawaran dari Krusty Krab!","Gebruik korstige kash om aanbiedingen in de Krokante Krab te kopen!","Użyj krabowej forsy, aby skorzystać z ofert wydarzenia Pod tłustym krabem!","Use Verdinhas para adquirir ofertas de evento do Siri Cascudo!","За крабсы можно купить наборы события в «Красти Крабе».","ใช้เงินสดครัสตี้เพื่อซื้อข้อเสนออีเวนท์จากครัสตี้แคร็บ","Yengeç paralarını kullanarak Yengeç Restorandan etkinlik teklifleri alabilirsin!","Dùng Tiền Krusty để mua các ưu đãi sự kiện từ cửa hàng Krusty Krab!"
"TID_SB_MARKSMAN_1_DESC","After a cooldown, your next attack is empowered by Squidward's 'music', allowing it to pierce through environments.","بعد فترة تهدئة، تُعزز موسيقى شفيق هجومك التالي، لتجعله يخترق عناصر البيئة.","每过一段时间，下一次攻击就会具备章鱼哥的\q音乐\q魔力，可以穿透墙壁。","每過一段時間，下一次攻擊就會具備章魚哥的「音樂」魔力，可以穿透障礙物。","Nach einer Abklingzeit wird dein nächster Angriff durch Thaddäus‘ Musik verstärkt, sodass er die Umgebung durchdringen kann.","Tras un tiempo de espera, la música de Calamardo imbuirá de fuerza tu próximo ataque, que atravesará el entorno.","Latausajan jälkeen seuraava hyökkäyksesi on Jalmarin soittaman musiikin vahvistama ja lävistää muureja.","Après un petit chrono, votre prochaine attaque est augmentée par la musique de Carlo, lui permettant de traverser le décor.","לאחר תקופת צינון, המוזיקה של סקווידוויד תחזק את ההתקפה הבאה שלך, ותאפשר לה לחדור סביבות שונות.","Setelah masa tenang, serangan berikutnya akan diperkuat oleh alunan “musik” Squidward yang bisa menembus lingkungan.","Dopo un periodo di attivazione, l'attacco successivo che sferri verrà pervaso dal potere della \qmusica\q di Squiddi e sarà in grado di attraversare gli ostacoli.","クールダウンの後、次の攻撃がイカルゴの「音楽」パワーで強化され、障害物を貫通するようになる。","대기 시간 후 다음 공격이 징징이의 '음악'에 의해 강화되어 지형물을 관통합니다.","Selepas masa menunggu, serangan anda yang seterusnya akan diperkasakan oleh muzik Squidward, membolehkannya menembusi persekitaran.","Na een afkoeltijd wordt je volgende aanval versterkt door Octo's 'muziek', waardoor deze door de omgeving heen gaat.","Po krótkim czasie odnowienia Twój następny atak jest wzmocniony „muzyką” Skalmara i pozwala Ci przebijać się przez środowisko.","Após um breve tempo de espera, seu próximo ataque é fortalecido pela música do Lula Molusco e é capaz de atravessar muros.","Музыка Сквидварда позволяет следующей атаке бойца пробивать элементы окружения насквозь, но для повторного использования усиления нужно подождать.","หลังจากคูลดาวน์ การโจมตีครั้งถัดไปของคุณจะได้รับพลังเพิ่มจากดนตรีของสควิดวอร์ด ทำให้โจมตีทะลุสิ่งแวดล้อมได้","Bekleme süresinden sonraki saldırın, Squidward'ın \qmüziğiyle\q güçlendirilir ve engelleri delip geçebilir.","Sau thời gian hồi chiêu, đòn tấn công tiếp theo của bạn sẽ được tăng sức mạnh bởi \qâm nhạc\q của Squidward và có thể xuyên qua tường chắn."
"TID_SB_MARKSMAN_2_DESC","After a cooldown, your next attack is empowered by Squidward's 'music', allowing it to pierce environments and deal more damage.","بعد فترة تهدئة، تُعزز موسيقى شفيق هجومك التالي، لتجعله يخترق عناصر البيئة ويسبب المزيد من الضرر.","每过一段时间，下一次攻击就会具备章鱼哥的\q音乐\q魔力，可以穿透墙壁并造成更高伤害。","每過一段時間，下一次攻擊就會具備章魚哥的「音樂」魔力，可以穿透障礙物並造成更高傷害。","Nach einer Abklingzeit wird dein nächster Angriff durch Thaddäus‘ Musik verstärkt, sodass er die Umgebung durchdringen kann und mehr Schaden verursacht.","Tras un tiempo de espera, la música de Calamardo imbuirá de fuerza tu próximo ataque, que atravesará el entorno e infligirá más daño.","Latausajan jälkeen seuraava hyökkäyksesi on Jalmarin soittaman musiikin vahvistama: se lävistää muureja ja tekee enemmän tuhoa.","Après un petit chrono, votre prochaine attaque est augmentée par la musique de Carlo, lui permettant de traverser le décor et d'infliger plus de dégâts.","לאחר תקופת צינון, המוזיקה של סקווידוויד תחזק את ההתקפה הבאה שלך, תאפשר לה לחדור סביבות שונות ולגרום יותר נזק.","Setelah masa tenang, serangan berikutnya akan diperkuat oleh alunan “musik” Squidward yang bisa menembus lingkungan dan menimbulkan lebih banyak kerusakan.","Dopo un periodo di attivazione, l'attacco successivo che sferri verrà pervaso dal potere della \qmusica\q di Squiddi e sarà in grado di attraversare gli ostacoli e causare più danni.","クールダウンの後、次の攻撃がイカルゴの「音楽」パワーで強化され、障害物を貫通して敵へのダメージが増加する。","대기 시간 후 다음 공격이 징징이의 '음악'에 의해 강화되어 지형물을 관통하고 피해량이 증가합니다.","Selepas masa menunggu, serangan anda yang seterusnya akan diperkasakan oleh muzik Squidward, membolehkannya menembusi persekitaran dan melakukan lebih kerosakan.","Na een afkoeltijd wordt je volgende aanval versterkt door Octo's 'muziek', waardoor deze door de omgeving heen gaat en meer schade toebrengt.","Po czasie odnowienia Twój następny atak jest wzmocniony „muzyką” Skalmara i pozwala Ci przebijać się przez środowisko oraz zadawać więcej obrażeń.","Após um breve tempo de espera, seu próximo ataque é fortalecido pela música do Lula Molusco e é capaz de atravessar muros e causar mais dano.","Музыка Сквидварда увеличивает урон от следующей атаки бойца и позволяет ей пробивать элементы окружения насквозь, но для повторного использования усиления нужно подождать.","หลังจากคูลดาวน์ การโจมตีครั้งถัดไปของคุณจะได้รับพลังเพิ่มจากดนตรีของสควิดวอร์ด ทำให้โจมตีทะลุสิ่งแวดล้อมและความเสียหายเพิ่มเติมได้","Bekleme süresinden sonraki saldırın, Squidward'ın \qmüziğiyle\q güçlendirilerek engelleri delip geçer ve daha fazla hasar verir.","Sau thời gian hồi chiêu, đòn tấn công tiếp theo của bạn sẽ được tăng sức mạnh bởi \qâm nhạc\q của Squidward, có thể xuyên qua tường chắn và gây thêm sát thương."
"TID_TRIO_571","Burger Bay","خليج البرجر","汉堡海湾","漢堡海灣","Burgerbucht","Bahía de las hamburguesas","Hampparilahti","Baie aux burgers","מפרץ בורגר","Teluk Burger","Baia degli hamburger","ハンバーガーベイ","버거 베이","Teluk Burger","Burgerbaai","Zatoka Burgerowa","Baía do Hambúrguer","Бургерный залив","อ่าวเบอร์เกอร์","Burger Koyu","Vịnh Burger"
"TID_COLLAB_ITEM_BOX_SHOP_LABEL","TIME LIMITED POWER-UP INSIDE!","عنصر تقوية مؤقت بالداخل!","内含限时强化道具！","內含限時強化道具！","BEINHALTET ZEITLICH BEGRENZTES POWER-UP!","¡POTENCIADOR POR TIEMPO LIMITADO!","SISÄLTÄÄ AIKARAJOITETUN VOIMALISÄN!","CONTIENT UN BOOST LIMITÉ !","בפנים יש חיזוק מוגבל בזמן!","BERISI PENINGKAT KEKUATAN BERBATAS WAKTU!","CONTIENE UN POTENZIAMENTO A TEMPO LIMITATO!","期間限定パワーアップ入り！","기간 한정 파워 업 포함!","MENGANDUNGI PENINGKATAN KUASA MASA TERHAD!","BEVAT EEN TIJDELIJKE POWER-UP!","WEWNĄTRZ ZNAJDZIESZ OGRANICZONE CZASOWO WZMOCNIENIE!","REFORÇO POR TEMPO LIMITADO AQUI!","ВНУТРИ ВРЕМЕННОЕ УСИЛЕНИЕ!","มีไอเท็มเพิ่มพลังแบบจำกัดเวลาอยู่ข้างใน!","İÇİNDE SINIRLI SÜRELİ GÜÇLENDİRME VAR!","CHỨA VẬT PHẨM CƯỜNG HÓA CÓ GIỚI HẠN THỜI GIAN!"
"TID_SHOP_CHINA_WARNING","Warning: enjoy responsibly","تنبيه: حافظ على المسؤولية في استمتاعك بالمحتوى","请适度娱乐理性消费","","Achtung: Bitte verantwortungsvoll genießen!","Importante: Disfruta con responsabilidad.","Varoitus: nauti kohtuudella.","Avertissement : jouez avec modération","אזהרה: צריך ליהנות באחריות","Peringatan: Nikmati secara bertanggung jawab","Gioca responsabilmente","警告：責任を持ってお楽しみください","경고: 게임은 즐겁고 올바르게 이용하세요!","Amaran: main dengan bertanggungjawab","Waarschuwing: geniet met mate","Ostrzeżenie: prosimy o rozważne korzystanie","Aviso: aprecie com moderação!","Внимание: играйте ответственно","คำเตือน: สนุกอย่างรับผิดชอบ","Uyarı: Lütfen bilinçli oynayınız.","Cảnh báo: Chơi vui vẻ và sử dụng hợp lý."
"TID_COLLAB_STAR_TOKEN_TOOL_TIP","Your 1st win in this Event will reward you with Krusty Kash. Spend it in the Krusty Krab during the SpongeBob Event. Events with Krusty Kash rewards refresh daily","سيمنحك فوزك الأول في هذا الحدث نقود سلطع. أنفقها في مقرمشات سلطع خلال حدث سبونج بوب. تتجدد أحداث مكافآت نقود سلطع يوميًا.","在该活动模式中首次取胜可赢得钱钱。海绵宝宝活动期间，您可在蟹堡王中使用钱钱购买各种物品。可获得钱钱奖励的活动模式会每天刷新。","在該活動模式中首次獲勝可贏得錢錢。海綿寶寶活動期間，你可以在蟹堡王中使用錢錢購買各種物品。可獲得錢錢獎勵的活動模式會每天刷新。","Für deinen ersten Sieg in diesem Ereignis erhältst du Krosse Kröten. Gib sie während des SpongeBob-Ereignisses in der Krossen Krabbe aus. Ereignisse mit Belohnungen in Form von Krossen Kröten werden täglich aktualisiert.","Cuando ganes por primera vez en este evento, recibirás billetes crustáceos que podrás gastar en el Crustáceo Cascarudo durante el evento de Bob Esponja. Los eventos con los que ganar billetes crustáceos se actualizan cada día.","Tässä pelitilassa saat ensimmäisestä voitostasi palkinnoksi rapurahaa, jota voit käyttää Ravunkuoressa Paavo Pesusieni -tapahtuman aikana. Rapurahapalkintoja antavat pelitilat vaihtuvat päivittäin.","Votre première victoire dans cet événement vous rapportera du Kash Krabs, à dépenser pendant l'événement Bob l'éponge. Les événements qui offrent du Kash Krabs sont réinitialisés chaque jour.","הניצחון הראשון שלך באירוע הזה יעניק לך Krusty Kash. כדאי לנצל אותו בחנות הסרטן העצבני במהלך האירוע של בובספוג. אירועים עם פרסים של Krusty Kash מתרעננים מדי יום","Kemenangan pertama di Acara ini akan memberikan Krusty Kash! Gunakan Krusty Kash selama Acara SpongeBob! Acara dengan hadiah Krusty Kash akan disegarkan setiap hari!","Vincendo la prima volta in questo evento guadagnerai dei verdoni, che puoi spendere nel Krusty Krab durante l'evento di SpongeBob. Le modalità con in palio i verdoni cambiano ogni giorno.","このイベントでは、初回勝利で「カニのカネ」を獲得できます。カニのカネはスポンジ・ボブイベント中に「カニカーニ」で使用可能です。カニのカネ獲得イベントは毎日更新されます。","이 이벤트에서 첫 승을 거두면 집게 머니를 보상으로 받습니다. 획득한 집게 머니는 스폰지밥 이벤트 동안 집게리아에서 사용할 수 있습니다. 집게 머니를 보상으로 제공하는 이벤트는 매일 초기화됩니다.","Kemenangan pertama anda dalam acara ini akan memberikan anda Wang Krusty. Gunakan di Krusty Krab ketika Acara SpongeBob. Acara dengan ganjaran Wang Krusty akan segar semula setiap hari.","Je wordt beloond met korstige kash voor je eerste overwinning in dit evenement. Je kunt de kash gebruiken in de Krokante Krab tijdens het SpongeBob-evenement. Evenementen met korstige kash als beloning worden elke dag vernieuwd.","Za pierwsze zwycięstwo w tym wydarzeniu otrzymasz krabową forsę. Podczas wydarzenia ze SpongeBobem możesz ją wydawać Pod tłustym krabem. Wydarzenia z nagrodami w postaci krabowej forsy są odświeżane codziennie.","Sua primeira vitória concede verdinhas, que podem ser usadas no Siri Cascudo durante o evento do Bob Esponja. Os modos de jogo que dão verdinhas são reiniciados diariamente.","За первую победу в этом событии ты получишь крабсы. Их можно потратить в «Красти Крабе» во время события, посвящённого Губке Бобу. События с крабсами обновляются ежедневно.","การชนะครั้งแรกในอีเวนท์นี้จะมอบเงินสดครัสตี้เป็นรางวัลให้กับคุณ ใช้เงินสดครัสตี้ระหว่างอีเวนท์สพันจ์บ็อบ อีเวนท์ที่มีรางวัลเป็นเงินสดครัสตี้จะรีเฟรชใหม่ทุกวัน","Bu etkinlikteki ilk zaferin sana yengeç parası kazandırır. Bu paraları SüngerBob etkinliği süresince Yengeç Restoran'da kullanabilirsin. Yengeç parası kazandıran etkinlikler her gün yenilenir.","Chiến thắng đầu tiên của bạn trong Sự kiện này sẽ thưởng cho bạn Tiền Krusty. Hãy sử dụng loại tiền tệ này ở Cửa hàng Krusty Krab trong thời gian diễn ra Sự kiện Bọt biển SpongeBob. Những sự kiện có phần thưởng là Tiền Krusty sẽ được làm mới mỗi ngày."
"TID_GAME_MODE_16","ZOMBIE PLUNDER","نهب رؤوس الزومبي","夺怪奇兵","喪屍保衛戰","ZOMBIERAUB","ROBO DE ZOMBIS","ZOMBIKEIKKA","RUÉE SUR LES ZOMBIES","שלל של זומבים","PERBURUAN ZOMBI","LADRI DI ZOMBI","ゾンビ泥棒","좀비 훔치기","Rampas Zombi","ZOMBIEBUIT","ZOMBIE-RABUNEK","ZUMBI ROUBADO","РАСХИТИТЕЛИ ГРОБНИЦ","แผนปล้นหัวซอมบี้","ZOMBİ BASKINI","CƯỚP ĐẦU ZOMBIE"
"TID_GAME_MODE_16_DESC","Grab zombie heads from the opposing team and bring them to your base! Match ends when one team has captured two zombie heads, or when time runs out.","استحوذ على رؤوس الزومبي من فريق الخصم وأحضرها إلى قاعدتك. تنتهي المواجهة عندما يستحوذ أحد الفريقين على اثنين من رؤوس الزومبي أو عند انتهاء وقت المواجهة.","夺取对方怪物脑袋并带回我方基地！当时间终止或任一队伍夺得两个怪物脑袋时，对战结束。","奪取對方喪屍腦袋並帶回我方基地！當時間終止或任一隊伍奪得2個喪屍腦袋時，對戰結束。","Schnapp dir die Zombieköpfe der Gegner und bring sie in deine Basis! Das Match ist vorbei, wenn ein Team zwei Zombieköpfe erobert hat oder wenn die Zeit abläuft.","Roba las cabezas de zombi del equipo rival y tráelas hasta tu base. La partida termina cuando un equipo haya capturado dos cabezas de zombi o cuando se termine el tiempo.","Nappaa vastustajajoukkueen zombipäät ja tuo ne omaan tukikohtaasi! Ottelu päättyy, kun jompikumpi joukkue on vienyt kaksi päätä tai kun aika loppuu.","Piquez des têtes de zombie à l'équipe adverse et rapportez-les dans votre base ! Le match se termine quand une équipe a réussi à voler deux têtes de zombie ou quand le temps est écoulé.","תופסים ראשי זומבים של הקבוצה היריבה ומביאים אותם לבסיס! המשחק מסתיים כשאחת הקבוצות מצליחה לתפוס שני ראשי זומבים, או כשהזמן נגמר.","Rampas Kepala Zombi dari tim lawan dan bawa ke basismu! Laga berakhir saat waktu habis atau salah satu tim berhasil memburu dua Kepala Zombi.","Ruba le teste di zombi della squadra avversaria e portale alla tua base. Lo scontro finisce quando una squadra ha sottratto con successo due teste o quando scade il tempo.","相手チームのゾンビの頭を奪って、自分の陣地に持ち帰ろう！どちらかのチームがゾンビの頭を2つ確保するか、時間切れになるとバトルは終了する！","상대 팀의 좀비 머리를 아군 기지로 가져오세요! 한 팀이 2개의 좀비 머리를 차지하거나, 시간이 다 지나면 매치가 종료됩니다.","Rampas kepala zombi daripada pasukan lawan dan bawanya ke pangkalan anda! Perlawanan tamat apabila satu pasukan mendapat dua kepala zombi atau apabila masa tamat.","Steel zombiehoofden van de tegenpartij en neem ze mee naar je basis! De wedstrijd is afgelopen wanneer een team twee zombiehoofden verzamelt of wanneer de tijd verstrijkt.","Zabieraj głowy zombie drużynie przeciwnej i zanoś je do swojej bazy! Rozgrywka kończy się, gdy jedna z drużyn przejmie dwie głowy zombie albo gdy czas dobiegnie końca.","Roube cabeças de zumbi da equipe adversária e traga-as para a sua base! A partida termina quando uma equipe conseguir duas cabeças de zumbi ou quando o tempo acabar.","Забери головы зомби у команды противника и отнеси на свою базу! Бой закончится, когда одна из команд принесёт 2 головы или когда выйдет время.","ชิงหัวซอมบี้จากทีมคู่ต่อสู้และนำกลับไปที่ฐานของตนเอง! แมตช์จะจบลงเมื่อทีมใดทีมหนึ่งชิงหัวซอมบี้ได้สองหัวหรือเมื่อเวลาหมดลง","Rakip takımın zombi kafalarını alıp kendi üssüne getir! Takımlardan biri iki zombi kafasını kendi üssüne getirdiğinde ya da süre dolduğunda maç biter.","Hãy đoạt lấy những chiếc đầu zombie từ đội đối thủ và mang chúng về căn cứ của bạn! Trận đấu kết thúc khi có đội đoạt được 2 chiếc đầu zombie hoặc khi hết thời gian."
"TID_CTF_INTRO_TEXT","Grab two zombie heads to win","اجمع اثنين من رؤوس الزومبي للفوز","夺得两个怪物脑袋即可获胜","奪得2個喪屍腦袋即可獲勝","Schnapp dir zwei Zombieköpfe, um zu gewinnen!","¡Roba dos cabezas de zombi para ganar!","Voita nappaamalla kaksi zombipäätä!","Attrapez deux têtes de zombie pour gagner","תופסים שני ראשי זומבים כדי לנצח","Rebut dua Kepala Zombi untuk menang!","Cattura due teste di zombi per vincere","ゾンビの頭を2つ奪えば勝利！","좀비 머리 2개를 차지해 승리하세요.","Rampas dua kepala zombi untuk menang","Verzamel twee zombiehoofden om te winnen.","Aby zwyciężyć, przejmij dwie głowy zombie","Consiga duas cabeças de zumbi para ganhar!","Принеси две головы зомби на базу, чтобы победить!","ชิงหัวซอมบี้สองหัวเพื่อคว้าชัย","Kazanmak için iki zombi kafası ele geçir!","Đoạt lấy 2 chiếc đầu zombie để giành chiến thắng."
"TID_HINT_CTF_STEAL_GIFT","Grab the opposing team's zombie head!","استول على رأس زومبي الفريق الخصم!","夺取对方的怪物脑袋！","奪取對方的喪屍腦袋！","Schnapp dir den Zombiekopf von den Gegnern!","¡Roba la cabeza de zombi del equipo rival!","Nappaa vastustajajoukkueen zombipää!","Volez la tête de zombie de l'équipe adverse !","צריך לתפוס את ראש הזומבי של הקבוצה היריבה!","Rebut Kepala Zombi dari tim lawan!","Ruba la testa di zombi degli avversari!","相手チームのゾンビの頭を奪おう！","상대 팀의 좀비 머리를 차지하세요!","Rampas kepala zombi pasukan lawan!","Steel het zombiehoofd van het andere team!","Przechwyć głowę zombie drużyny przeciwnej!","Roube a cabeça de zumbi da equipe adversária!","Забери голову зомби у команды противника!","ชิงหัวซอมบี้จากทีมคู่ต่อสู้!","Rakip takımın zombi kafasını kap!","Đoạt lấy đầu zombie của đội đối thủ!"
"TID_HINT_CTF_BRING_GIFT_BACK","Bring the zombie head back to your base!","اجلب رأس الزومبي إلى قاعدتك!","将怪物脑袋带回基地！","將喪屍腦袋帶回我方基地！","Bring den Zombiekopf zurück in deine Basis!","¡Lleva la cabeza de zombi a tu base!","Vie zombipää tukikohtaasi!","Rapportez la tête de zombie dans votre base !","צריך להחזיר את ראש הזומבי לבסיס שלך!","Bawa Kepala Zombi kembali ke basismu!","Porta la testa di zombi alla base!","ゾンビの頭を自陣まで持ち帰ろう！","좀비 머리를 아군 기지로 가져오세요!","Bawa kepala zombi ke pangkalan anda!","Breng het zombiehoofd terug naar je basis!","Zanieś głowę zombie z powrotem do swojej bazy!","Traga a cabeça de zumbi de volta para a sua base!","Отнеси голову зомби на свою базу!","นำหัวซอมบี้กลับไปที่ฐานของตนเอง!","Zombi kafasını üssüne götür!","Mang đầu zombie về căn cứ của bạn!"
"TID_CTF_GOAL","<name>\nstole a zombie head!","<name>\nسرق رأس زومبي!","<name>\n夺得一个怪物脑袋！","<name>\n奪得1個喪屍腦袋！","<name>\nhat einen Zombiekopf gestohlen!","¡<name>\nha robado una cabeza de zombi!","<name>\nvarasti zombipään!","<name>\na volé une tête de zombie !","<name>\nגנבו ראש זומבי!","<name>\nmencuri Kepala Zombi!","<name>\nha rubato una testa di zombi!","<name>が\nゾンビの頭を奪取！","<name>\n좀비 머리 확보!","<name>\ntelah mencuri kepala zombi!","<name>\nheeft een zombiehoofd gestolen!","<name>\nkradnie głowę zombie!","<name>\nroubou uma cabeça de zumbi!","<name>\nкрадёт голову зомби!","<name>\n ขโมยหัวซอมบี้!","<name>\nbir zombi kafası çaldı!","<name>\nđã cướp được một chiếc đầu zombie!"
