"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","FreezeStrength","FreezeDurationMS","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset"
"DuelistSilenceProjectile","","3800","","200","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverUltiProjectile","","4500","","200","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","4","","","","7","3","4","11","","14","40",""
"ReviverOverchargedUltiProjectile","","4500","","200","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","4","","","","7","3","4","11","","14","40",""
"CookerProjectile","","4000","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","-450",""
"ConductorProjectile","","1750","","200","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","150","1000","","","","","","","","20","100","","","","","","","","","","","","","","","","","","1","100","","","","","","","","","",""
"ConductorUltiProjectile","","1500","","0","","true","","","","139","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorOverchargedProjectile","","1750","","200","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","1","100","","","","","","","","","",""
"CocoonerProjectile","","4200","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","16","",""
"CocoonerProjectile2","","4200","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","1","","","","","","","","","","","","","16","",""
"CocoonerUltiProjectile","","3300","","200","","","","","","0","2","","","","CocoonerCocoon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","",""
"CocoonerOverchargedUltiProjectile","","3300","","200","","","","","","0","2","","","","CocoonerCocoon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","",""
"MechanicOverchargedTurretElecProj","","3478","","0","","","","","","0","2","","","","","","","","","","","","","","","","","","1","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicOverchargedTurretElecProj2","","2000","","0","","","","","","0","2","","","","","","","","","","","","","","","","","","1","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicOverchargedTurretElecProj3","","2000","","0","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowOverchargedUltiProjectile","","3261","","50","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"CrowOverchargedUltiProjectile2","","3261","","50","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"LeaperShotgunProjectile","","3600","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","350","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerProjectile","","2000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsShotgunProjectile","","3400","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsUltiProjectile","","1196","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsHCUltiProjectile","","1196","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherProjectile","","1900","","0","","true","","1000","35","430","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","",""
"AttacherProjectileOvercharged","","1900","","0","","true","","1000","35","430","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","",""
"AxeJugglerProjectile","","4500","","125","","","","","","0","2","","","","","","true","","","","","","","","","","","","","1","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AxeJugglerProjectile2","","860","","125","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","10","","","","","","","","","","true","","","","","","","","","","","","","","","8","650","10","true","","","","160","TRUE","19","-50",""
"AxeJugglerOverchargedProjectile2","","860","","125","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","10","","","","","","","","","","true","","","","","","","","","","","","","","","8","650","10","true","","","","160","TRUE","19","-50",""
"MosquitoProjectile","","4000","","100","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","",""
"MosquitoProjectilePoison","","4000","","100","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","80","","","","","","","","","","","","","","","","","","","","","","18","50",""
"SandstormOverchargedUltiProjectile","","2000","","0","","true","","","","300","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombOverchargedSummonProjectile","","3000","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlUltiOverchargedProjectile","","870","","0","","true","true","","","93","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyOverchargedProjectile","","1000","","0","","true","true","","","150","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","",""
"HookUltiOverchargedProjectile","","3200","","200","","","","","","0","4","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","",""
"HookUltiOverchargedProjectile2","","3200","","200","","","","","","0","4","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","",""
"ElectroSniperMutantProjectile","","4000","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3",""
"DragonRiderProjectile","","3800","","200","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","700","1000","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DragonRiderDragonProjectile","","3500","","250","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DragonRiderDragonOverchargedProjectile","","3500","","250","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherProjectile","","3500","","300","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherUltiProjectile","","3800","","200","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","",""
"AmbusherUltiProjectile2","","2000","","0","","true","","","","330","0","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","",""
"AmbusherOverchargedUltiProjectile","","5000","","200","","","","","","0","2","","","","","","true","","true","1000","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","",""
"GodzillaUltiProjectile","","6000","","50","","","","","","0","4","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","",""
"GodzillaClawsProjectile","","3500","","300","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlowerUltiOverchargedProjectile","","5000","","150","","","","","","0","1","","","","","","true","","","","","true","","","700","1","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"BarkeepOverchargedUltiProjectile","","2104","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","",""
"HammerDudeOverchargedUltiProjectile","","6000","","250","","","","","","0","2","","","","","","true","","","","","true","true","true","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"PainterProjectile","","2200","","0","","true","","","","330","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterUltiProjectile","","2400","","250","","","","","","0","3","","","","","500","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","20","200","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"CrabProjectile","","3500","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrabUltiProjectile","","3000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrabOverchargedUltiProjectile","","3000","","150","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"CrabOverchargedUltiReturnProjectile","","3000","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"MummyOverchargedProjectile","","1500","","200","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","7","","","","","","35","125","","","","","","","","true","","","","","","","","","","1","","","","","","","","","","",""
"SupportArchetypeProjectile","","1700","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryArchetypeCollabClusterProjectile","","4000","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerArchetypeCollabProjectileLvl1","","3000","","0","","","","","","0","3","","","","","500","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerArchetypeCollabProjectileLvl2","","3000","","0","","","","","","0","3","","","","","300","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerArchetypeCollabProjectileLvl3","","3000","","0","","","","","","0","3","","","","","300","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageDealerArchetypeCollabProjectileLvl1","","4000","","50","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageDealerArchetypeCollabProjectileLvl3","","4000","","50","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","",""
"DamageDealerArchetypeCollabProjectileLvl3Return","","2000","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","100","","","","","2","","","","","","","","","","","","","23","",""
"DiggerProjectile","","2800","","150","","","","","","200","2","","","","","","true","","","","","","","","","","","","","1","","","8","1","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","",""
"DiggerProjectileBounce","","2800","","150","","","","","","600","0","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerProjectileBounceSP","","2800","","150","","","","","","600","0","","","","","","true","","","","","","","","","","","","","1","","","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerProjectileShrapnel","","2800","","100","","","","","","0","0","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiUltiProjectile","","1000","","0","","true","true","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","",""
"SamuraiOverchargedUltiProjectile","","1000","","0","","true","true","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","",""
"StickyBombOverchargedUltiProjectile","","800","","0","","true","true","","","60","1","","","","","","true","","","","","","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombOverchargedUltiProjectileBounce","","800","","0","","","true","","","60","1","","","","","","","","TRUE","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombOverchargedUltiProjectile2","","3000","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlackHoleOverchargedUltiProjectile","","1522","","0","","true","","","","200","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillProjectile","","3500","","200","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillOverchargedProjectile","","3500","","200","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicSoulCollectorProjectile","","1500","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","10","","","","20","0","30","80","","25","",""
"WrathOfAnAngelProjectile","","2700","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","200","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeOverchargedTurretProjectile","","4500","","50","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooUltiProjectile","","1196","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooOverchargedUltiProjectile","","1196","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooPetProjectile","","2500","","250","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooPetOverchargedProjectile","","2500","","325","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicPowerProjectile","","1700","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileEarth","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileForest","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileWater","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooPetSlowProjectile","","2500","","100","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooOverchargedPetSlowProjectile","","2500","","325","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileAll","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearLaserProjectile","","4000","","101","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearLaserUltiProjectile","","4000","","101","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearFlightProjectile","","3500","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","100","50","150","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearFlightUltiProjectile","","3000","","0","","true","true","","","20","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","",""
"MeepleProjectile","","3000","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","2","5","5","15","","","",""
"MeepleUltiProjectile","","1196","","0","","true","","","","170","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleOverchargedUltiProjectile","","1196","","0","","true","","","","170","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleWallProjectile","","1600","","0","","true","","","","330","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterProjectile","","3000","","100","","","","","","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"SkaterProjectileTaunt","","3000","","100","","","","","","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"hankOverchargedUltiProjectile","","4000","","101","","","","","","0","3","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","5","3","15","40","","","",""
"BeameOverchargedUltiProjectile","","5000","","250","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","true","","","","","","","",""
"BeaOverchargedUltiProjectile","","2500","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","2","","20","17","2","","","","","","","350","3000","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","",""
"BeaOverchargedUltiProjectile2","","2500","","101","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","350","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeSpawnOverchargedMineProjectile","","2391","","0","","true","","","","405","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MinigunDudeOverchargedUltiProjectile","","1196","","0","","true","","","","170","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeOverchargedUltiProjectile","","1196","","0","","true","","","","139","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChesterOverchargedUltiProjectile","","800","","0","","true","true","","","75","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarProjectile","","3200","","170","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarProjectileRecall","","4000","","170","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","26","",""
"MorningstarProjectileRecallFrozenSP","","3600","","170","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","26","",""
"MorningstarUltiProjectile","","29000","","0","","true","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiProjectileOvercharged","","29000","","0","","true","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectile","","3000","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectileSecondary","","3000","","60","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerUltiProjectile","","2000","","0","","true","","","","300","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerUltiHyperProjectile","","2000","","0","","true","","","","300","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectileStasis","","3000","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GusOverchargedUltiProjectile","","3600","","200","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","2600","200","","","","","","","","","","","","","","","","","","","","","",""
"GusOverchargedAreaEffectProjectile","","3600","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MtowerProjectile","","2500","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","40","2","30","50","","","",""
"ArenaXPProjectile","","3500","","50","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","10","","","","40","2","30","50","","23","",""
"MobaKaijuProjectile","","500","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","10","0","15","20","","","",""
"MobaBigKaijuProjectile","","800","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","10","0","15","20","","","",""
"AlternatorHealProjectile","","3500","","225","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorSpeedProjectile","","3700","","225","","","","","","0","2","","","","","300","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorDamageProjectile","","3500","","225","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorSlowProjectile","","3500","","225","","","","","","0","2","","","","","300","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeishaUltiProjectile","","1000","","0","","true","true","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeishaUltiProjectileOvercharged","","1000","","0","","true","true","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeishaTransformedProjectile","","3500","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","100","50","150","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeMutantProjectile","","2000","","200","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
